""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"492"	"LOC132454852"	23.0444483734301	-0.622086757086993	0.19633641401516	-3.16794991468802	0.00153517965665984	0.00707636355243331	"XM_060048401.1"	"P98063"	0	"Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)"	"Mus musculus (Mouse)"	"cartilage development [GO:0051216]; cell differentiation [GO:0030154]; dorsal/ventral pattern formation [GO:0009953]; ossification [GO:0001503]; positive regulation of cartilage development [GO:0061036]; protein processing [GO:0016485]; proteolysis [GO:0006508]"	"GO:0001503; GO:0004222; GO:0005125; GO:0005509; GO:0005615; GO:0005794; GO:0006508; GO:0008083; GO:0008233; GO:0008270; GO:0009953; GO:0016485; GO:0030154; GO:0031982; GO:0042802; GO:0051216; GO:0061036; GO:0062023"	"mRNA"
"493"	"trim69"	20.1456231973911	-0.630702619358874	0.173003791934242	-3.64135016878105	0.000271211950184084	0.0017500278384347	"XM_060050067.1"	"Q02084"	1.24e-92	"Zinc-binding protein A33"	"Pleurodeles waltl (Iberian ribbed newt)"	"regulation of gene expression [GO:0010468]; regulation of nitrogen compound metabolic process [GO:0051171]; regulation of primary metabolic process [GO:0080090]"	"GO:0003723; GO:0005634; GO:0005694; GO:0008270; GO:0010468; GO:0051171; GO:0080090"	"mRNA"
"494"	"LOC132455981"	32.328667354293	-1.29493718929828	0.249194111690166	-5.19761350756414	2.01863280963213e-07	4.49804724063343e-06	NA	NA	NA	NA	NA	NA	NA	NA
"495"	"LOC132455975"	29.6191435413426	0.892314228200123	0.183231857810788	4.85986033755954	1.17468592134766e-06	1.99765462779239e-05	"XM_060050095.1"	"D3ZKX9"	0	"Hydroperoxide isomerase ALOXE3 (Epidermis-type lipoxygenase 3) (Epidermal LOX-3) (e-LOX-3) (eLOX-3) (Hydroperoxy dehydratase ALOXE3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Hydroperoxy icosatetraenoate isomerase) (EC 5.4.4.7)"	"Rattus norvegicus (Rat)"	"arachidonic acid metabolic process [GO:0019369]; ceramide biosynthetic process [GO:0046513]; establishment of skin barrier [GO:0061436]; fat cell differentiation [GO:0045444]; hepoxilin biosynthetic process [GO:0051122]; linoleic acid metabolic process [GO:0043651]; lipid oxidation [GO:0034440]; lipoxygenase pathway [GO:0019372]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; sensory perception of pain [GO:0019233]; sphingolipid metabolic process [GO:0006665]"	"GO:0005506; GO:0005737; GO:0006665; GO:0016702; GO:0019233; GO:0019369; GO:0019372; GO:0034440; GO:0035357; GO:0043651; GO:0045444; GO:0046513; GO:0050486; GO:0051120; GO:0051122; GO:0061436; GO:0106255; GO:0106256"	"transcript variant X1, mRNA"
"496"	"LOC132454856"	106.62438933623	-1.09235250960571	0.195338205938663	-5.59031336062499	2.26660195767896e-08	6.89294088010293e-07	"XM_060048406.1"	"P16157"	0	"Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)"	"Homo sapiens (Human)"	"cytoskeleton organization [GO:0007010]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; protein localization to plasma membrane [GO:0072659]; signal transduction [GO:0007165]"	"GO:0005198; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030507; GO:0031430; GO:0043005; GO:0044325; GO:0045199; GO:0051117; GO:0072659"	"mRNA"
"497"	"c6"	4418.25406775714	-0.8572320672053	0.187009711671972	-4.58413697711258	4.55865336013581e-06	6.07234395244536e-05	"XM_060050114.1"	"Q811M5"	0	"Complement component C6"	"Rattus norvegicus (Rat)"	"complement activation [GO:0006956]; complement activation, classical pathway [GO:0006958]; cytolysis [GO:0019835]; in utero embryonic development [GO:0001701]; innate immune response [GO:0045087]; positive regulation of activation of membrane attack complex [GO:0001970]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of complement activation [GO:0045917]"	"GO:0001701; GO:0001970; GO:0005579; GO:0005615; GO:0006956; GO:0006958; GO:0019835; GO:0043065; GO:0045087; GO:0045766; GO:0045917"	"mRNA"
"498"	"c7b"	5410.97160127933	0.763930558164395	0.196531755102616	3.88729120785313	0.000101369115937877	0.000778845548620151	"XM_060050115.1"	"Q9TUQ3"	0	"Complement component C7"	"Sus scrofa (Pig)"	"complement activation [GO:0006956]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; cytolysis [GO:0019835]"	"GO:0005579; GO:0005615; GO:0006956; GO:0006957; GO:0006958; GO:0019835"	"mRNA"
"499"	"LOC132455991"	23.3051548240013	-1.02565603707063	0.232191976755752	-4.40963428655463	1.03545334060483e-05	0.000119683555050309	NA	NA	NA	NA	NA	NA	NA	NA
"500"	"LOC132456001"	32.7184066296771	0.92828460376174	0.127917553682612	7.24230036585453	4.41137506250356e-13	4.74010419679086e-11	"XM_060050123.1"	"P18749"	1.5e-44	"Oocyte zinc finger protein XlCOF6"	"Xenopus laevis (African clawed frog)"	""	"GO:0003677; GO:0005634; GO:0046872"	"transcript variant X1, mRNA"
"501"	"ccnb1"	40.741823834865	-2.01061196550965	0.235467047259697	-8.51012323815177	1.73748584044861e-17	5.60088213367722e-15	"XM_060050151.1"	"Q92162"	5.92e-176	"G2/mitotic-specific cyclin-B1"	"Carassius auratus (Goldfish)"	"cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]"	"GO:0016538; GO:0044772; GO:0051301"	"mRNA"
"502"	"LOC132455069"	43.5014451418892	-0.616807066972141	0.177230741066537	-3.47844082649393	0.00050433977461312	0.00287803020084104	"XM_060048778.1"	"Q90339"	0	"Myosin heavy chain, fast skeletal muscle"	"Cyprinus carpio (Common carp)"	"system development [GO:0048731]"	"GO:0003774; GO:0005516; GO:0005524; GO:0016459; GO:0030016; GO:0032982; GO:0048731; GO:0051015"	"mRNA"
"503"	"LOC132456026"	476.640861642435	1.11253402517913	0.178499269766292	6.23254772546336	4.58909663700365e-10	2.23387368511325e-08	"XM_060050173.1"	"Q9DBX3"	0	"Sushi domain-containing protein 2"	"Mus musculus (Mouse)"	"negative regulation of cell cycle G1/S phase transition [GO:1902807]; negative regulation of cell division [GO:0051782]"	"GO:0005615; GO:0005886; GO:0051782; GO:1902807"	"transcript variant X1, mRNA"
"504"	"LOC132456031"	30.8492581053397	-1.03443187045759	0.233814161064024	-4.42280915916346	9.7425792973057e-06	0.000113788933403153	"XM_060050182.1"	"B0R0D7"	0	"Coronin-1C-A"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"actin filament organization [GO:0007015]; cell migration [GO:0016477]; endosomal transport [GO:0016197]; endosome fission [GO:0140285]; endosome membrane tubulation [GO:0097750]; membrane fission [GO:0090148]; neural crest cell migration [GO:0001755]"	"GO:0001755; GO:0005856; GO:0005938; GO:0007015; GO:0010008; GO:0016197; GO:0016477; GO:0030027; GO:0032587; GO:0051015; GO:0090148; GO:0097750; GO:0140285"	"transcript variant X1, mRNA"
"505"	"LOC132456034"	26.6899275113	-0.600573361680847	0.226402350316597	-2.65442050891942	0.00794447552189344	0.0259672289140573	"XM_060050186.1"	"B9VR26"	6.3e-54	"Chemerin-like receptor 1 (Chemokine-like receptor 1) (CMKLR-1)"	"Bos taurus (Bovine)"	"chemotaxis [GO:0006935]; complement receptor mediated signaling pathway [GO:0002430]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; negative regulation of interleukin-12 production [GO:0032695]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of macrophage chemotaxis [GO:0010759]; regulation of calcium-mediated signaling [GO:0050848]"	"GO:0002430; GO:0004875; GO:0004930; GO:0005886; GO:0006935; GO:0006954; GO:0007186; GO:0007200; GO:0007204; GO:0010759; GO:0032088; GO:0032695; GO:0045600; GO:0050848; GO:0097003; GO:0097004; GO:0120162"	"mRNA"
"506"	"anxa3b"	311.99817871015	-1.01973338068865	0.198299651739569	-5.14276183801591	2.70728735066536e-07	5.73312559251849e-06	"XM_060050220.1"	"Q3SWX7"	2.51e-113	"Annexin A3 (Annexin III) (Annexin-3)"	"Bos taurus (Bovine)"	""	"GO:0005509; GO:0005544; GO:0019834"	"mRNA"
"507"	"LOC132456061"	23.9120962425215	-0.726291173051843	0.216517364776018	-3.35362078779778	0.000797615924735336	0.00418755577423481	NA	NA	NA	NA	NA	NA	NA	NA
"508"	"swi5"	15.6416233205391	-1.50119012061376	0.268167644670103	-5.60356832892812	2.09983282443277e-08	6.45342689644529e-07	"XM_060050224.1"	"C3KJF2"	1.33e-44	"DNA repair protein SWI5 homolog (Protein SAE3 homolog)"	"Anoplopoma fimbria (Sablefish)"	"double-strand break repair via homologous recombination [GO:0000724]"	"GO:0000724; GO:0005634; GO:0032798"	"mRNA"
"509"	"cercam"	48.3628675548887	-1.00845981637038	0.179202839219338	-5.62560745877797	1.84856285294344e-08	5.82940277060817e-07	"XM_060050235.1"	"Q6NVG7"	0	"Procollagen galactosyltransferase 2 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 2) (Glycosyltransferase 25 family member 2) (Hydroxylysine galactosyltransferase 2)"	"Mus musculus (Mouse)"	""	"GO:0005788; GO:0050211"	"mRNA"
"510"	"sh2d3ca"	72.7176469626692	-0.72740344618996	0.155128655415111	-4.68893253087572	2.74633911493739e-06	4.00788684117524e-05	"XM_060050241.1"	"Q9QZS8"	0	"SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (SH2 domain-containing Eph receptor-binding protein 1)"	"Mus musculus (Mouse)"	"positive regulation of peptidyl-serine phosphorylation [GO:0033138]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264]"	"GO:0001784; GO:0005068; GO:0005085; GO:0005829; GO:0007165; GO:0007264; GO:0030424; GO:0032587; GO:0033138"	"mRNA"
"511"	"sppl3"	333.053937666148	-0.648996258969234	0.138624876575708	-4.68166722787063	2.8455113225326e-06	4.11945980485607e-05	"XM_060050288.1"	"Q9CUS9"	0	"Signal peptide peptidase-like 3 (SPP-like 3) (EC 3.4.23.-) (Intramembrane protease 2) (IMP-2) (Presenilin-like protein 4)"	"Mus musculus (Mouse)"	"membrane protein proteolysis [GO:0033619]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of protein binding [GO:0032092]; positive regulation of protein dephosphorylation [GO:0035307]; signal peptide processing [GO:0006465]; T cell receptor signaling pathway [GO:0050852]"	"GO:0005791; GO:0005794; GO:0005886; GO:0006465; GO:0007204; GO:0016020; GO:0030660; GO:0032092; GO:0033116; GO:0033619; GO:0035307; GO:0042500; GO:0042803; GO:0043231; GO:0050852; GO:0070886; GO:0098553; GO:0098554"	"transcript variant X1, mRNA"
"512"	"loxa"	205.317836142796	-0.931626215246788	0.217410811609453	-4.28473553772156	1.82956688826959e-05	0.000193579119483871	"XM_060050310.1"	"P16636"	2.17e-171	"Protein-lysine 6-oxidase (EC 1.4.3.13) (Lysyl oxidase) [Cleaved into: Protein-lysine 6-oxidase, long form; Protein-lysine 6-oxidase, short form]"	"Rattus norvegicus (Rat)"	"aorta development [GO:0035904]; ascending aorta development [GO:0035905]; blood vessel development [GO:0001568]; blood vessel morphogenesis [GO:0048514]; bone mineralization [GO:0030282]; cell chemotaxis [GO:0060326]; cellular response to chemokine [GO:1990869]; cellular response to organic substance [GO:0071310]; collagen fibril organization [GO:0030199]; connective tissue development [GO:0061448]; descending aorta development [GO:0035906]; DNA biosynthetic process [GO:0071897]; elastic fiber assembly [GO:0048251]; heart development [GO:0007507]; lung development [GO:0030324]; muscle cell cellular homeostasis [GO:0046716]; muscle cell development [GO:0055001]; osteoblast differentiation [GO:0001649]; peptidyl-lysine oxidation [GO:0018057]; platelet-derived growth factor receptor-beta signaling pathway [GO:0035791]; protein kinase B signaling [GO:0043491]; protein oxidation [GO:0018158]; regulation of apoptotic process [GO:0042981]; regulation of bone development [GO:1903010]; regulation of gene expression [GO:0010468]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000586]; regulation of protein phosphorylation [GO:0001932]; regulation of receptor binding [GO:1900120]; regulation of striated muscle tissue development [GO:0016202]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; response to hormone [GO:0009725]; response to steroid hormone [GO:0048545]; response to xenobiotic stimulus [GO:0009410]; wound healing [GO:0042060]"	"GO:0001568; GO:0001649; GO:0001932; GO:0004720; GO:0005507; GO:0005518; GO:0005576; GO:0005581; GO:0005615; GO:0005634; GO:0007507; GO:0009410; GO:0009725; GO:0010468; GO:0016202; GO:0017015; GO:0018057; GO:0018158; GO:0030199; GO:0030282; GO:0030324; GO:0031012; GO:0035791; GO:0035904; GO:0035905; GO:0035906; GO:0036094; GO:0042060; GO:0042981; GO:0043491; GO:0045652; GO:0046716; GO:0048251; GO:0048514; GO:0048545; GO:0055001; GO:0060090; GO:0060326; GO:0061448; GO:0062023; GO:0071310; GO:0071897; GO:1900120; GO:1903010; GO:1990869; GO:2000586"	"transcript variant X1, mRNA"
"513"	"sgtb"	23.3246955618425	-1.09201778902975	0.221398875775347	-4.92914916618901	8.25885006382504e-07	1.48701524852938e-05	"XM_060050341.1"	"Q96EQ0"	1.97e-130	"Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2)"	"Homo sapiens (Human)"	"post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]"	"GO:0006620; GO:0016020; GO:0060090; GO:0072380"	"transcript variant X1, mRNA"
"514"	"LOC132456144"	109.813944224216	0.624276049287064	0.164767025572316	3.78834332281642	0.000151655184208435	0.00108530345442899	"XM_060050375.1"	"Q1XHU0"	1.57e-50	"E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM39) (Tripartite motif-containing protein 39)"	"Pan troglodytes (Chimpanzee)"	"apoptotic process [GO:0006915]; innate immune response [GO:0045087]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of gene expression [GO:0010468]"	"GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006915; GO:0007095; GO:0008270; GO:0010468; GO:0016567; GO:0032435; GO:0042802; GO:0043124; GO:0045087; GO:0050821; GO:0061630; GO:1902806; GO:2001235"	"transcript variant X1, mRNA"
"515"	"fbp1b"	17192.6859486973	-0.740478460040489	0.180336830581147	-4.10622581120288	4.02176338580569e-05	0.000371827276446764	"XM_060050406.1"	"P00636"	0	"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)"	"Sus scrofa (Pig)"	"cellular response to magnesium ion [GO:0071286]; cellular response to xenobiotic stimulus [GO:0071466]; dephosphorylation [GO:0016311]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; negative regulation of cell growth [GO:0030308]; negative regulation of glycolytic process [GO:0045820]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of gluconeogenesis [GO:0006111]; sucrose biosynthetic process [GO:0005986]"	"GO:0000122; GO:0005634; GO:0005737; GO:0005829; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0006111; GO:0016208; GO:0016311; GO:0030308; GO:0030388; GO:0042132; GO:0042802; GO:0045820; GO:0046580; GO:0046872; GO:0048029; GO:0061629; GO:0071286; GO:0071466"	"mRNA"
"516"	"dck"	15.690765465811	-1.38899809310864	0.22697315979349	-6.08744353736279	1.14727815926255e-09	5.12074368561926e-08	"XM_060050416.1"	"P43346"	1.21e-116	"Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)"	"Mus musculus (Mouse)"	"dAMP salvage [GO:0106383]; deoxycytidine metabolic process [GO:0046092]; dGMP salvage [GO:0106384]; nucleoside phosphate biosynthetic process [GO:1901293]; nucleotide phosphorylation [GO:0046939]; pyrimidine nucleotide metabolic process [GO:0006220]"	"GO:0000287; GO:0004136; GO:0004137; GO:0004138; GO:0005524; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006220; GO:0019136; GO:0032546; GO:0032548; GO:0042803; GO:0043771; GO:0046092; GO:0046939; GO:0106383; GO:0106384; GO:1901293"	"mRNA"
"517"	"btf3"	1854.83551254016	-0.891360553854183	0.209664298070225	-4.25208109961152	2.11793129765862e-05	0.000218201075311335	"XM_060050432.1"	"Q64152"	9.31e-92	"Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3)"	"Mus musculus (Mouse)"	"in utero embryonic development [GO:0001701]; negative regulation of protein localization to endoplasmic reticulum [GO:1905551]; protein transport [GO:0015031]"	"GO:0001701; GO:0005634; GO:0005737; GO:0005829; GO:0005854; GO:0015031; GO:0042788; GO:1905551"	"transcript variant X1, mRNA"
