ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
P17427	adaptor-related protein complex 2, alpha 2 subunit(Ap2a2)	Mus musculus			GO:0006886~intracellular protein transport,GO:0006897~endocytosis,GO:0015031~protein transport,GO:0016192~vesicle-mediated transport,GO:0072583~clathrin-dependent endocytosis,GO:0098884~postsynaptic neurotransmitter receptor internalization,GO:1902036~regulation of hematopoietic stem cell differentiation,	GO:0005886~plasma membrane,GO:0005905~clathrin-coated pit,GO:0008021~synaptic vesicle,GO:0009898~cytoplasmic side of plasma membrane,GO:0012505~endomembrane system,GO:0016020~membrane,GO:0030117~membrane coat,GO:0030122~AP-2 adaptor complex,GO:0030131~clathrin adaptor complex,GO:0030141~secretory granule,GO:0031410~cytoplasmic vesicle,GO:0043231~intracellular membrane-bounded organelle,GO:0098794~postsynapse,	GO:0005515~protein binding,GO:0008289~lipid binding,GO:0019900~kinase binding,GO:0019901~protein kinase binding,GO:0019904~protein domain specific binding,GO:0035091~phosphatidylinositol binding,GO:0035615~clathrin adaptor activity,GO:0044877~macromolecular complex binding,GO:0097718~disordered domain specific binding,	IPR002553:Clathrin/coatomer_adapt-like_N,IPR003164:Clathrin_a-adaptin_app_sub_C,IPR008152:Clathrin_a/b/g-adaptin_app_Ig,IPR009028:Coatomer/calthrin_app_sub_C,IPR011989:ARM-like,IPR012295:TBP_dom_sf,IPR013041:Clathrin_app_Ig-like_sf,IPR016024:ARM-type_fold,IPR017104:AP2_complex_asu,	mmu04144:Endocytosis,mmu04721:Synaptic vesicle cycle,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu05016:Huntington disease,		PIRSF037091:AP2_complex_alpha,	SM00809:Alpha_adaptinC2,	KW-0254~Endocytosis,KW-0653~Protein transport,KW-0813~Transport,	KW-0168~Coated pit,KW-0472~Membrane,KW-1003~Cell membrane,				KW-0446~Lipid-binding,			COMPBIAS:Basic and acidic residues,DOMAIN:Clathrin adaptor alpha/beta/gamma-adaptin appendage Ig-like subdomain,DOMAIN:Clathrin/coatomer adaptor adaptin-like N-terminal,MUTAGEN:E->A: No effect.,MUTAGEN:E->A: Strongly reduces AMPH, SNAP91 and BIN1 binding. Slightly reduces EPS15 and auxilin binding.,MUTAGEN:F->A: Reduces SNAP91, AMPH and BIN1 binding. Abolishes AMPH and SNAP91 binding; when associated with A-916. Abolishes EPN1 and EPS15 binding; when associated with A-905.,MUTAGEN:K->A: No effect on DENND1A-,DENND1B- nor DENND1C-binding.,MUTAGEN:K->E: Strongly reduces phosphatidylinositol binding.,MUTAGEN:K->Q: Reduces phosphatidylinositol binding.,MUTAGEN:K->Q: Strongly reduces phosphatidylinositol binding. Abolishes phosphatidylinositol binding; when associated with Q-55 and Q-56.,MUTAGEN:K->Q: Strongly reduces phosphatidylinositol binding. Abolishes phosphatidylinositol binding; when associated with Q-55 and Q-57.,MUTAGEN:K->Q: Strongly reduces phosphatidylinositol binding. Abolishes phosphatidylinositol binding; when associated with Q-56 and Q-57.,MUTAGEN:Q->A: Reduces DENND1A- and DENND1C-binding.,MUTAGEN:R->A: Abolishes AMPH and BIN1 binding. Reduces EPS15, SNAP91 and auxilin binding.,MUTAGEN:R->A: Strongly reduces AMPH and SNAP91 binding. Abolishes DENND1B-binding; no effect on DENND1A-, nor DENND1C-binding. Abolishes AMPH and SNAP91 binding; when associated with A-837.,MUTAGEN:R->A: Strongly reduces AMPH, SNAP91, auxilin and BIN1 binding. Abolishes EPN1 and EPS15 binding; when associated with A-837.,MUTAGEN:R->E: Reduces interaction with CD4 endocytosis signal motif; when associated with AP2S1 S-15.,MUTAGEN:R->Q: Reduces phosphatidylinositol binding.,MUTAGEN:W->A: Abolishes AMPH, BIN1, DGKD, EPS15, EPN1, auxilin and SNAP91 binding.,REGION:Disordered,
Q9UEY8	adducin 3(ADD3)	Homo sapiens			GO:0007010~cytoskeleton organization,GO:0009410~response to xenobiotic stimulus,GO:0045907~positive regulation of vasoconstriction,GO:0051016~barbed-end actin filament capping,GO:0051495~positive regulation of cytoskeleton organization,	GO:0000794~condensed nuclear chromosome,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005903~brush border,GO:0005911~cell-cell junction,GO:0005938~cell cortex,GO:0014069~postsynaptic density,GO:0016020~membrane,	GO:0005080~protein kinase C binding,GO:0005200~structural constituent of cytoskeleton,GO:0005516~calmodulin binding,GO:0051015~actin filament binding,	IPR001303:Aldolase_II/adducin_N,IPR036409:Aldolase_II/adducin_N_sf,		617008~Cerebral palsy, spastic quadriplegic, 3,		SM01007:Aldolase_II,		KW-0206~Cytoskeleton,KW-0472~Membrane,KW-0963~Cytoplasm,KW-1003~Cell membrane,		KW-0225~Disease variant,			KW-0009~Actin-binding,KW-0112~Calmodulin-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic residues,COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:Class II aldolase/adducin N-terminal,REGION:Disordered,REGION:Interaction with calmodulin,SITE:Cleavage by asparagine endopeptidase (AEP),
P49892	adenosine A1 receptor(ADORA1)	Gallus gallus			GO:0001973~adenosine receptor signaling pathway,GO:0007186~G-protein coupled receptor signaling pathway,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045202~synapse,	GO:0001609~G-protein coupled adenosine receptor activity,	IPR000276:GPCR_Rhodpsn,IPR001068:Adeno_A1_rcpt,IPR001634:Adenosn_rcpt,IPR017452:GPCR_Rhodpsn_7TM,	gga04080:Neuroactive ligand-receptor interaction,			SM01381:7TM_GPCR_Srsx,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 1 profile,LIPID:S-palmitoyl cysteine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
P29274	adenosine A2a receptor(ADORA2A)	Homo sapiens			GO:0001963~synaptic transmission, dopaminergic,GO:0001973~adenosine receptor signaling pathway,GO:0001975~response to amphetamine,GO:0006355~regulation of transcription, DNA-templated,GO:0006909~phagocytosis,GO:0006915~apoptotic process,GO:0006954~inflammatory response,GO:0006968~cellular defense response,GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007205~protein kinase C-activating G-protein coupled receptor signaling pathway,GO:0007267~cell-cell signaling,GO:0007271~synaptic transmission, cholinergic,GO:0007417~central nervous system development,GO:0007596~blood coagulation,GO:0007600~sensory perception,GO:0007626~locomotory behavior,GO:0008015~blood circulation,GO:0008285~negative regulation of cell proliferation,GO:0009410~response to xenobiotic stimulus,GO:0010035~response to inorganic substance,GO:0014049~positive regulation of glutamate secretion,GO:0014057~positive regulation of acetylcholine secretion, neurotransmission,GO:0014061~regulation of norepinephrine secretion,GO:0014074~response to purine-containing compound,GO:0031000~response to caffeine,GO:0032230~positive regulation of synaptic transmission, GABAergic,GO:0035249~synaptic transmission, glutamatergic,GO:0035810~positive regulation of urine volume,GO:0042311~vasodilation,GO:0042755~eating behavior,GO:0043116~negative regulation of vascular permeability,GO:0043524~negative regulation of neuron apoptotic process,GO:0045938~positive regulation of circadian sleep/wake cycle, sleep,GO:0046636~negative regulation of alpha-beta T cell activation,GO:0048143~astrocyte activation,GO:0048812~neuron projection morphogenesis,GO:0050714~positive regulation of protein secretion,GO:0050728~negative regulation of inflammatory response,GO:0051881~regulation of mitochondrial membrane potential,GO:0051899~membrane depolarization,GO:0051924~regulation of calcium ion transport,GO:0051968~positive regulation of synaptic transmission, glutamatergic,GO:0060079~excitatory postsynaptic potential,GO:0060080~inhibitory postsynaptic potential,GO:0060134~prepulse inhibition,GO:0097190~apoptotic signaling pathway,GO:1900273~positive regulation of long-term synaptic potentiation,GO:2001235~positive regulation of apoptotic signaling pathway,	GO:0005882~intermediate filament,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0030673~axolemma,GO:0032279~asymmetric synapse,GO:0042734~presynaptic membrane,GO:0043025~neuronal cell body,GO:0045211~postsynaptic membrane,GO:0048786~presynaptic active zone,GO:0098978~glutamatergic synapse,	GO:0001609~G-protein coupled adenosine receptor activity,GO:0004930~G-protein coupled receptor activity,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0008289~lipid binding,GO:0019899~enzyme binding,GO:0031802~type 5 metabotropic glutamate receptor binding,GO:0042802~identical protein binding,GO:0044877~macromolecular complex binding,GO:0051393~alpha-actinin binding,	IPR000276:GPCR_Rhodpsn,IPR001513:Adeno_A2A_rcpt,IPR001634:Adenosn_rcpt,IPR017452:GPCR_Rhodpsn_7TM,	hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04270:Vascular smooth muscle contraction,hsa05012:Parkinson disease,hsa05034:Alcoholism,			SM01381:7TM_GPCR_Srsx,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,KW-0832~Ubl conjugation,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 1 profile,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
O13076	adenosine A2b receptor(ADORA2B)	Gallus gallus			GO:0001973~adenosine receptor signaling pathway,GO:0002882~positive regulation of chronic inflammatory response to non-antigenic stimulus,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0010575~positive regulation of vascular endothelial growth factor production,GO:0010753~positive regulation of cGMP-mediated signaling,GO:0019934~cGMP-mediated signaling,GO:0031668~cellular response to extracellular stimulus,GO:0032722~positive regulation of chemokine production,GO:0032755~positive regulation of interleukin-6 production,GO:0042311~vasodilation,GO:0043303~mast cell degranulation,GO:0043306~positive regulation of mast cell degranulation,GO:0060087~relaxation of vascular smooth muscle,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0098685~Schaffer collateral - CA1 synapse,GO:0098793~presynapse,GO:0098978~glutamatergic synapse,	GO:0001609~G-protein coupled adenosine receptor activity,GO:0004930~G-protein coupled receptor activity,	IPR000276:GPCR_Rhodpsn,IPR001435:Adeno_A2B_rcpt,IPR001634:Adenosn_rcpt,IPR017452:GPCR_Rhodpsn_7TM,	gga04020:Calcium signaling pathway,gga04080:Neuroactive ligand-receptor interaction,gga04270:Vascular smooth muscle contraction,			SM01381:7TM_GPCR_Srsx,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 1 profile,LIPID:S-palmitoyl cysteine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
Q0VC81	adenosine A3 receptor(ADORA3)	Bos taurus			GO:0001973~adenosine receptor signaling pathway,GO:0008285~negative regulation of cell proliferation,GO:0030336~negative regulation of cell migration,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045202~synapse,	GO:0001609~G-protein coupled adenosine receptor activity,	IPR000276:GPCR_Rhodpsn,IPR000466:Adeno_A3_rcpt,IPR001634:Adenosn_rcpt,IPR017452:GPCR_Rhodpsn_7TM,	bta04022:cGMP-PKG signaling pathway,bta04071:Sphingolipid signaling pathway,bta04080:Neuroactive ligand-receptor interaction,			SM01381:7TM_GPCR_Srsx,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,LIPID:S-palmitoyl cysteine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
P58781	adenosine deaminase 2a(ada2a)	Danio rerio			GO:0006154~adenosine catabolic process,GO:0046103~inosine biosynthetic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,	GO:0004000~adenosine deaminase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0019239~deaminase activity,GO:0031685~adenosine receptor binding,GO:0043394~proteoglycan binding,GO:0046872~metal ion binding,GO:0046936~deoxyadenosine deaminase activity,	IPR001365:A_deaminase_dom,IPR006330:Ado/ade_deaminase,IPR006331:ADGF,IPR013659:A_deaminase_N,IPR032466:Metal_Hydrolase,	dre00230:Purine metabolism,dre01100:Metabolic pathways,dre01232:Nucleotide metabolism,					KW-0964~Secreted,			KW-0732~Signal,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,CARBOHYD:N-linked (GlcNAc...) asparagine,
Q6DG22	adenosine deaminase(ada)	Danio rerio			GO:0006154~adenosine catabolic process,GO:0009117~nucleotide metabolic process,GO:0009168~purine ribonucleoside monophosphate biosynthetic process,GO:0042110~T cell activation,GO:0043103~hypoxanthine salvage,GO:0046103~inosine biosynthetic process,GO:0060169~negative regulation of adenosine receptor signaling pathway,	GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0031410~cytoplasmic vesicle,GO:0060205~cytoplasmic vesicle lumen,GO:0070161~anchoring junction,	GO:0004000~adenosine deaminase activity,GO:0008270~zinc ion binding,GO:0016787~hydrolase activity,GO:0019239~deaminase activity,GO:0046872~metal ion binding,GO:0046936~deoxyadenosine deaminase activity,	IPR001365:A_deaminase_dom,IPR006330:Ado/ade_deaminase,IPR006650:A/AMP_deam_AS,IPR028893:A_deaminase,IPR032466:Metal_Hydrolase,	dre00230:Purine metabolism,dre01100:Metabolic pathways,dre01232:Nucleotide metabolism,				KW-0546~Nucleotide metabolism,	KW-0458~Lysosome,KW-0472~Membrane,KW-0963~Cytoplasm,KW-0965~Cell junction,KW-0968~Cytoplasmic vesicle,KW-1003~Cell membrane,				KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,		ACT_SITE:Proton donor,SITE:Important for catalytic activity,
Q08462	adenylate cyclase 2(ADCY2)	Homo sapiens			GO:0006171~cAMP biosynthetic process,GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0009190~cyclic nucleotide biosynthetic process,GO:0019933~cAMP-mediated signaling,GO:0035556~intracellular signal transduction,GO:1904322~cellular response to forskolin,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045121~membrane raft,	GO:0000287~magnesium ion binding,GO:0004016~adenylate cyclase activity,GO:0005524~ATP binding,GO:0008179~adenylate cyclase binding,GO:0016849~phosphorus-oxygen lyase activity,GO:0030145~manganese ion binding,GO:0046872~metal ion binding,	IPR001054:A/G_cyclase,IPR009398:Adcy_conserved_dom,IPR018297:A/G_cyclase_CS,IPR029787:Nucleotide_cyclase,IPR030672:Adcy,IPR032628:AC_N,	hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01522:Endocrine resistance,hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04072:Phospholipase D signaling pathway,hsa04114:Oocyte meiosis,hsa04211:Longevity regulating pathway,hsa04213:Longevity regulating pathway - multiple species,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04371:Apelin signaling pathway,hsa04540:Gap junction,hsa04611:Platelet activation,hsa04713:Circadian entrainment,hsa04714:Thermogenesis,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04727:GABAergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04913:Ovarian steroidogenesis,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04921:Oxytocin signaling pathway,hsa04922:Glucagon signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,hsa04925:Aldosterone synthesis and secretion,hsa04926:Relaxin signaling pathway,hsa04927:Cortisol synthesis and secretion,hsa04928:Parathyroid hormone synthesis, secretion and action,hsa04934:Cushing syndrome,hsa04935:Growth hormone synthesis, secretion and action,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa04976:Bile secretion,hsa05032:Morphine addiction,hsa05163:Human cytomegalovirus infection,hsa05166:Human T-cell leukemia virus 1 infection,hsa05200:Pathways in cancer,hsa05207:Chemical carcinogenesis - receptor activation,hsa05414:Dilated cardiomyopathy,		PIRSF039050:Ade_cyc,	SM00044:CYCc,	KW-0115~cAMP biosynthesis,	KW-0472~Membrane,KW-0963~Cytoplasm,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0456~Lyase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Adenylate cyclase N-terminal,DOMAIN:Guanylate cyclase,REGION:Disordered,REGION:Interaction with GNAS,TOPO_DOM:Cytoplasmic,TRANSMEM:Helical,
O43306	adenylate cyclase 6(ADCY6)	Homo sapiens			GO:0003091~renal water homeostasis,GO:0006171~cAMP biosynthetic process,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0007212~dopamine receptor signaling pathway,GO:0010977~negative regulation of neuron projection development,GO:0035556~intracellular signal transduction,GO:0035811~negative regulation of urine volume,GO:0071380~cellular response to prostaglandin E stimulus,GO:0071870~cellular response to catecholamine stimulus,GO:0097746~regulation of blood vessel diameter,GO:1904117~cellular response to vasopressin,GO:1904322~cellular response to forskolin,	GO:0005886~plasma membrane,GO:0005929~cilium,GO:0016020~membrane,GO:0032420~stereocilium,	GO:0004016~adenylate cyclase activity,GO:0005080~protein kinase C binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0019901~protein kinase binding,GO:0046872~metal ion binding,	IPR001054:A/G_cyclase,IPR009398:Adcy_conserved_dom,IPR018297:A/G_cyclase_CS,IPR029787:Nucleotide_cyclase,IPR030672:Adcy,IPR032628:AC_N,	hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01522:Endocrine resistance,hsa04015:Rap1 signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04072:Phospholipase D signaling pathway,hsa04114:Oocyte meiosis,hsa04211:Longevity regulating pathway,hsa04213:Longevity regulating pathway - multiple species,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04371:Apelin signaling pathway,hsa04540:Gap junction,hsa04611:Platelet activation,hsa04713:Circadian entrainment,hsa04714:Thermogenesis,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04727:GABAergic synapse,hsa04742:Taste transduction,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04913:Ovarian steroidogenesis,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04921:Oxytocin signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,hsa04924:Renin secretion,hsa04925:Aldosterone synthesis and secretion,hsa04926:Relaxin signaling pathway,hsa04927:Cortisol synthesis and secretion,hsa04928:Parathyroid hormone synthesis, secretion and action,hsa04934:Cushing syndrome,hsa04935:Growth hormone synthesis, secretion and action,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa04962:Vasopressin-regulated water reabsorption,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa04976:Bile secretion,hsa05032:Morphine addiction,hsa05163:Human cytomegalovirus infection,hsa05166:Human T-cell leukemia virus 1 infection,hsa05200:Pathways in cancer,hsa05207:Chemical carcinogenesis - receptor activation,hsa05414:Dilated cardiomyopathy,	616287~Lethal congenital contracture syndrome 8,	PIRSF039050:Ade_cyc,	SM00044:CYCc,	KW-0115~cAMP biosynthesis,	KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-1003~Cell membrane,		KW-0225~Disease variant,	KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0456~Lyase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Adenylate cyclase N-terminal,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q9DGG6	adenylate cyclase 9(ADCY9)	Gallus gallus			GO:0006171~cAMP biosynthetic process,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0009190~cyclic nucleotide biosynthetic process,GO:0035556~intracellular signal transduction,GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004016~adenylate cyclase activity,GO:0005524~ATP binding,GO:0016849~phosphorus-oxygen lyase activity,GO:0046872~metal ion binding,	IPR001054:A/G_cyclase,IPR018297:A/G_cyclase_CS,IPR029787:Nucleotide_cyclase,	gga00230:Purine metabolism,gga01100:Metabolic pathways,gga04020:Calcium signaling pathway,gga04114:Oocyte meiosis,gga04261:Adrenergic signaling in cardiomyocytes,gga04270:Vascular smooth muscle contraction,gga04371:Apelin signaling pathway,gga04540:Gap junction,gga04912:GnRH signaling pathway,gga04914:Progesterone-mediated oocyte maturation,gga04916:Melanogenesis,			SM00044:CYCc,	KW-0115~cAMP biosynthesis,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0456~Lyase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,COMPBIAS:Basic residues,COMPBIAS:Polar residues,DOMAIN:Guanylate cyclase,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
